"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.050780058E0,0.000000000E0,0.000000000E0,9.805411339E0
3.051370144E0,0.000000000E0,3.830722719E-2,9.805411339E0
3.052696228E0,0.000000000E0,0.000000000E0,9.805411339E0
3.053281307E0,0.000000000E0,3.830722719E-2,9.805411339E0
3.054674149E0,-1.532289088E-1,0.000000000E0,9.805429459E0
3.055289268E0,-1.532289088E-1,3.830722719E-2,9.805429459E0
3.056337118E0,-1.532289088E-1,0.000000000E0,9.805429459E0
3.057309151E0,-1.532289088E-1,3.830722719E-2,9.805429459E0
3.058600187E0,-1.532289088E-1,0.000000000E0,9.805429459E0
3.059314013E0,-1.532289088E-1,3.830722719E-2,9.805429459E0
3.060280323E0,-1.532289088E-1,0.000000000E0,9.805429459E0
3.061373234E0,-1.532289088E-1,3.830722719E-2,9.805429459E0
3.062305212E0,-1.532289088E-1,0.000000000E0,9.805429459E0
3.063309193E0,-1.532289088E-1,3.830722719E-2,9.805429459E0
3.064291954E0,-1.532289088E-1,0.000000000E0,9.805477142E0
3.065312147E0,-1.532289088E-1,3.830722719E-2,9.805477142E0
3.066331148E0,-1.532289088E-1,0.000000000E0,9.805477142E0
3.067321301E0,-1.532289088E-1,3.830722719E-2,9.805477142E0
3.068259954E0,-1.532289088E-1,0.000000000E0,9.805477142E0
3.069283962E0,-1.532289088E-1,3.830722719E-2,9.805477142E0
3.070270061E0,-1.532289088E-1,0.000000000E0,9.805477142E0
3.071293116E0,-1.532289088E-1,3.830722719E-2,9.805477142E0
3.072424173E0,-1.532289088E-1,0.000000000E0,9.805477142E0
3.073267221E0,-1.532289088E-1,3.830722719E-2,9.805477142E0
3.074284315E0,-1.915361285E-1,7.661445439E-2,9.805326462E0
3.075258970E0,-1.915361285E-1,1.149216816E-1,9.805326462E0
3.076334953E0,-1.915361285E-1,7.661445439E-2,9.805326462E0
3.077270269E0,-1.915361285E-1,1.149216816E-1,9.805326462E0
3.078298092E0,-1.915361285E-1,7.661445439E-2,9.805326462E0
3.079439163E0,-1.915361285E-1,1.149216816E-1,9.805326462E0
3.080257177E0,-1.915361285E-1,7.661445439E-2,9.805326462E0
3.081363201E0,-1.915361285E-1,1.149216816E-1,9.805326462E0
3.082273245E0,-1.915361285E-1,7.661445439E-2,9.805326462E0
3.083296299E0,-1.915361285E-1,1.149216816E-1,9.805326462E0
3.084418297E0,-1.915361285E-1,1.149216816E-1,9.805290222E0
3.085271120E0,-1.915361285E-1,1.532289088E-1,9.805290222E0
3.086428165E0,-1.915361285E-1,1.149216816E-1,9.805290222E0
3.087450027E0,-1.915361285E-1,1.532289088E-1,9.805290222E0
3.088286161E0,-1.915361285E-1,1.149216816E-1,9.805290222E0
3.089416027E0,-1.915361285E-1,1.532289088E-1,9.805290222E0
3.090422153E0,-1.915361285E-1,1.149216816E-1,9.805290222E0
3.091359138E0,-1.915361285E-1,1.532289088E-1,9.805290222E0
3.092411041E0,-1.915361285E-1,1.149216816E-1,9.805290222E0
3.093367338E0,-1.915361285E-1,1.532289088E-1,9.805290222E0
3.094299078E0,-1.532289088E-1,1.149216816E-1,9.805249214E0
3.095353365E0,-1.532289088E-1,1.532289088E-1,9.805249214E0
3.096345186E0,-1.532289088E-1,1.149216816E-1,9.805249214E0
3.097306967E0,-1.532289088E-1,1.532289088E-1,9.805249214E0
3.098316193E0,-1.532289088E-1,1.149216816E-1,9.805249214E0
3.099317074E0,-1.532289088E-1,1.532289088E-1,9.805249214E0
3.100293159E0,-1.532289088E-1,1.149216816E-1,9.805249214E0
3.101305962E0,-1.532289088E-1,1.532289088E-1,9.805249214E0
3.102308035E0,-1.532289088E-1,1.149216816E-1,9.805249214E0
3.103490353E0,-1.532289088E-1,1.532289088E-1,9.805249214E0
3.104320288E0,-2.298433632E-1,1.149216816E-1,9.804971695E0
3.105324268E0,-2.298433632E-1,1.532289088E-1,9.804971695E0
3.106312037E0,-2.298433632E-1,1.149216816E-1,9.804971695E0
3.107483149E0,-2.298433632E-1,1.532289088E-1,9.804971695E0
3.108344316E0,-2.298433632E-1,1.149216816E-1,9.804971695E0
3.109338045E0,-2.298433632E-1,1.532289088E-1,9.804971695E0
3.110326290E0,-2.298433632E-1,1.149216816E-1,9.804971695E0
3.111293077E0,-2.298433632E-1,1.532289088E-1,9.804971695E0
3.112272978E0,-2.298433632E-1,1.149216816E-1,9.804971695E0
3.113419294E0,-1.149216816E-1,3.830722719E-2,9.805148125E0
3.114275217E0,-1.149216816E-1,7.661445439E-2,9.805148125E0
3.115342379E0,-1.149216816E-1,3.830722719E-2,9.805148125E0
3.116301298E0,-1.149216816E-1,7.661445439E-2,9.805148125E0
3.117261171E0,-1.149216816E-1,3.830722719E-2,9.805148125E0
3.118565083E0,-1.149216816E-1,7.661445439E-2,9.805148125E0
3.119316101E0,-1.149216816E-1,3.830722719E-2,9.805148125E0
3.120784044E0,-1.149216816E-1,7.661445439E-2,9.805148125E0
3.121287107E0,-1.149216816E-1,3.830722719E-2,9.805148125E0
3.122268200E0,-1.149216816E-1,7.661445439E-2,9.805148125E0
3.123292208E0,-1.149216816E-1,3.830722719E-2,9.805148125E0
3.124718189E0,-1.149216816E-1,1.149216816E-1,9.805148125E0
3.125275135E0,-1.149216816E-1,1.532289088E-1,9.805148125E0
3.126288176E0,-1.149216816E-1,1.149216816E-1,9.805148125E0
3.127296209E0,-1.149216816E-1,1.532289088E-1,9.805148125E0
3.128300190E0,-1.149216816E-1,1.149216816E-1,9.805148125E0
3.129293203E0,-1.149216816E-1,1.532289088E-1,9.805148125E0
3.130284309E0,-1.149216816E-1,1.149216816E-1,9.805148125E0
3.131339312E0,-1.149216816E-1,1.532289088E-1,9.805148125E0
3.132331133E0,-1.149216816E-1,1.149216816E-1,9.805148125E0
3.133427143E0,-1.532289088E-1,7.661445439E-2,9.805154800E0
3.134306192E0,-1.532289088E-1,1.149216816E-1,9.805154800E0
3.135336161E0,-1.532289088E-1,7.661445439E-2,9.805154800E0
3.136317015E0,-1.532289088E-1,1.149216816E-1,9.805154800E0
3.137319088E0,-1.532289088E-1,7.661445439E-2,9.805154800E0
3.138452053E0,-1.532289088E-1,1.149216816E-1,9.805154800E0
3.139377117E0,-1.532289088E-1,7.661445439E-2,9.805154800E0
3.140322208E0,-1.532289088E-1,1.149216816E-1,9.805154800E0
3.141322136E0,-1.532289088E-1,7.661445439E-2,9.805154800E0
3.142915964E0,-1.532289088E-1,1.149216816E-1,9.805154800E0
3.143265247E0,-1.915361285E-1,7.661445439E-2,9.805042267E0
3.144285202E0,-1.915361285E-1,1.149216816E-1,9.805042267E0
3.145318031E0,-1.915361285E-1,7.661445439E-2,9.805042267E0
3.146316290E0,-1.915361285E-1,1.149216816E-1,9.805042267E0
3.147304058E0,-1.915361285E-1,7.661445439E-2,9.805042267E0
3.148313284E0,-1.915361285E-1,1.149216816E-1,9.805042267E0
3.149352074E0,-1.915361285E-1,7.661445439E-2,9.805042267E0
3.150325298E0,-1.915361285E-1,1.149216816E-1,9.805042267E0
3.151334047E0,-1.915361285E-1,7.661445439E-2,9.805042267E0
3.152304173E0,-1.915361285E-1,1.149216816E-1,9.805042267E0
3.153295040E0,-1.149216816E-1,7.661445439E-2,9.805174828E0
3.154291153E0,-1.149216816E-1,1.149216816E-1,9.805174828E0
3.155327082E0,-1.149216816E-1,7.661445439E-2,9.805174828E0
3.156296015E0,-1.149216816E-1,1.149216816E-1,9.805174828E0
3.157365084E0,-1.149216816E-1,7.661445439E-2,9.805174828E0
3.158274174E0,-1.149216816E-1,1.149216816E-1,9.805174828E0
3.159273148E0,-1.149216816E-1,7.661445439E-2,9.805174828E0
3.160278320E0,-1.149216816E-1,1.149216816E-1,9.805174828E0
3.161292315E0,-1.149216816E-1,7.661445439E-2,9.805174828E0
3.162312031E0,-1.149216816E-1,1.149216816E-1,9.805174828E0
3.163319349E0,-1.532289088E-1,3.830722719E-2,9.805199623E0
3.164302349E0,-1.532289088E-1,7.661445439E-2,9.805199623E0
3.165380955E0,-1.532289088E-1,3.830722719E-2,9.805199623E0
3.166286945E0,-1.532289088E-1,7.661445439E-2,9.805199623E0
3.167330265E0,-1.532289088E-1,3.830722719E-2,9.805199623E0
3.168319225E0,-1.532289088E-1,7.661445439E-2,9.805199623E0
3.169463158E0,-1.532289088E-1,3.830722719E-2,9.805199623E0
3.170287132E0,-1.532289088E-1,7.661445439E-2,9.805199623E0
3.171303034E0,-1.532289088E-1,3.830722719E-2,9.805199623E0
3.172459126E0,-1.532289088E-1,7.661445439E-2,9.805199623E0
3.173316956E0,-1.915361285E-1,7.661445439E-2,9.805085182E0
3.174309015E0,-1.915361285E-1,1.149216816E-1,9.805085182E0
3.175287247E0,-1.915361285E-1,7.661445439E-2,9.805085182E0
3.176295042E0,-1.915361285E-1,1.149216816E-1,9.805085182E0
3.177283287E0,-1.915361285E-1,7.661445439E-2,9.805085182E0
3.178304195E0,-1.915361285E-1,1.149216816E-1,9.805085182E0
3.179332018E0,-1.915361285E-1,7.661445439E-2,9.805085182E0
3.180281401E0,-1.915361285E-1,1.149216816E-1,9.805085182E0
3.181312084E0,-1.915361285E-1,7.661445439E-2,9.805085182E0
3.182303190E0,-1.915361285E-1,1.149216816E-1,9.805085182E0
3.183292150E0,-1.149216816E-1,7.661445439E-2,9.805206299E0
3.184273005E0,-1.149216816E-1,1.149216816E-1,9.805206299E0
3.185306072E0,-1.149216816E-1,7.661445439E-2,9.805206299E0
3.186299086E0,-1.149216816E-1,1.149216816E-1,9.805206299E0
3.187307119E0,-1.149216816E-1,7.661445439E-2,9.805206299E0
3.188267231E0,-1.149216816E-1,1.149216816E-1,9.805206299E0
3.189267159E0,-1.149216816E-1,7.661445439E-2,9.805206299E0
3.190259218E0,-1.149216816E-1,1.149216816E-1,9.805206299E0
3.191256285E0,-1.149216816E-1,7.661445439E-2,9.805206299E0
3.192275047E0,-1.149216816E-1,1.149216816E-1,9.805206299E0
3.193279266E0,-1.149216816E-1,7.661445439E-2,9.805202484E0
3.194290161E0,-1.149216816E-1,1.149216816E-1,9.805202484E0
3.195293188E0,-1.149216816E-1,7.661445439E-2,9.805202484E0
3.196314096E0,-1.149216816E-1,1.149216816E-1,9.805202484E0
3.197319031E0,-1.149216816E-1,7.661445439E-2,9.805202484E0
3.198321104E0,-1.149216816E-1,1.149216816E-1,9.805202484E0
3.199294090E0,-1.149216816E-1,7.661445439E-2,9.805202484E0
3.200289249E0,-1.149216816E-1,1.149216816E-1,9.805202484E0
3.201275110E0,-1.149216816E-1,7.661445439E-2,9.805202484E0
3.202311039E0,-1.149216816E-1,1.149216816E-1,9.805202484E0
3.203285217E0,-1.149216816E-1,0.000000000E0,9.805250168E0
3.204334259E0,-1.149216816E-1,3.830722719E-2,9.805250168E0
3.205267191E0,-1.149216816E-1,0.000000000E0,9.805250168E0
3.206281185E0,-1.149216816E-1,3.830722719E-2,9.805250168E0
3.207293034E0,-1.149216816E-1,0.000000000E0,9.805250168E0
3.208317041E0,-1.149216816E-1,3.830722719E-2,9.805250168E0
3.209287167E0,-1.149216816E-1,0.000000000E0,9.805250168E0
3.210268021E0,-1.149216816E-1,3.830722719E-2,9.805250168E0
3.211273193E0,-1.149216816E-1,0.000000000E0,9.805250168E0
3.212311268E0,-1.149216816E-1,3.830722719E-2,9.805250168E0
3.213298082E0,-1.149216816E-1,7.661445439E-2,9.805241585E0
3.214277029E0,-1.149216816E-1,1.149216816E-1,9.805241585E0
3.215290070E0,-1.149216816E-1,7.661445439E-2,9.805241585E0
3.216294050E0,-1.149216816E-1,1.149216816E-1,9.805241585E0
3.217262268E0,-1.149216816E-1,7.661445439E-2,9.805241585E0
3.218313217E0,-1.149216816E-1,1.149216816E-1,9.805241585E0
3.219320297E0,-1.149216816E-1,7.661445439E-2,9.805241585E0
3.220310211E0,-1.149216816E-1,1.149216816E-1,9.805241585E0
3.221312284E0,-1.149216816E-1,7.661445439E-2,9.805241585E0
3.222369194E0,-1.149216816E-1,1.149216816E-1,9.805241585E0
3.223321199E0,-3.830722719E-2,7.661445439E-2,9.805475235E0
3.224273205E0,-3.830722719E-2,1.149216816E-1,9.805475235E0
3.225465298E0,-3.830722719E-2,7.661445439E-2,9.805475235E0
3.226312160E0,-3.830722719E-2,1.149216816E-1,9.805475235E0
3.227779150E0,-3.830722719E-2,7.661445439E-2,9.805475235E0
3.228323221E0,-3.830722719E-2,1.149216816E-1,9.805475235E0
3.229356289E0,-3.830722719E-2,7.661445439E-2,9.805475235E0
3.230323076E0,-3.830722719E-2,1.149216816E-1,9.805475235E0
3.231352329E0,-3.830722719E-2,7.661445439E-2,9.805475235E0
3.232310295E0,-1.532289088E-1,7.661445439E-2,9.805435181E0
3.233315945E0,-1.532289088E-1,1.149216816E-1,9.805435181E0
3.234310150E0,-1.532289088E-1,7.661445439E-2,9.805435181E0
3.235320330E0,-1.532289088E-1,1.149216816E-1,9.805435181E0
3.236313343E0,-1.532289088E-1,7.661445439E-2,9.805435181E0
3.237620115E0,-1.532289088E-1,1.149216816E-1,9.805435181E0
3.238278151E0,-1.532289088E-1,7.661445439E-2,9.805435181E0
3.239279032E0,-1.532289088E-1,1.149216816E-1,9.805435181E0
3.240303040E0,-1.532289088E-1,7.661445439E-2,9.805435181E0
3.241835117E0,-1.532289088E-1,1.149216816E-1,9.805435181E0
3.242304087E0,-1.532289088E-1,1.532289088E-1,9.805390358E0
3.243282080E0,-1.532289088E-1,1.915361285E-1,9.805390358E0
3.244304180E0,-1.532289088E-1,1.532289088E-1,9.805390358E0
3.245292187E0,-1.532289088E-1,1.915361285E-1,9.805390358E0
3.246314287E0,-1.532289088E-1,1.532289088E-1,9.805390358E0
3.247294188E0,-1.532289088E-1,1.915361285E-1,9.805390358E0
3.248295069E0,-1.532289088E-1,1.532289088E-1,9.805390358E0
3.249307156E0,-1.532289088E-1,1.915361285E-1,9.805390358E0
3.250332117E0,-1.532289088E-1,1.532289088E-1,9.805390358E0
3.251286268E0,-1.532289088E-1,1.915361285E-1,9.805390358E0
3.252335072E0,-1.532289088E-1,7.661445439E-2,9.805388451E0
3.253322124E0,-1.532289088E-1,1.149216816E-1,9.805388451E0
3.254281044E0,-1.532289088E-1,7.661445439E-2,9.805388451E0
3.255305052E0,-1.532289088E-1,1.149216816E-1,9.805388451E0
3.256300211E0,-1.532289088E-1,7.661445439E-2,9.805388451E0
3.257376194E0,-1.532289088E-1,1.149216816E-1,9.805388451E0
3.258290052E0,-1.532289088E-1,7.661445439E-2,9.805388451E0
3.259306192E0,-1.532289088E-1,1.149216816E-1,9.805388451E0
3.260291338E0,-1.532289088E-1,7.661445439E-2,9.805388451E0
3.261334181E0,-1.532289088E-1,1.149216816E-1,9.805388451E0
3.262287140E0,-1.149216816E-1,1.149216816E-1,9.805388451E0
3.263295174E0,-1.149216816E-1,1.532289088E-1,9.805388451E0
3.264292955E0,-1.149216816E-1,1.149216816E-1,9.805388451E0
3.265280247E0,-1.149216816E-1,1.532289088E-1,9.805388451E0
3.266282082E0,-1.149216816E-1,1.149216816E-1,9.805388451E0
3.267288208E0,-1.149216816E-1,1.532289088E-1,9.805388451E0
3.268291235E0,-1.149216816E-1,1.149216816E-1,9.805388451E0
3.269351006E0,-1.149216816E-1,1.532289088E-1,9.805388451E0
3.270307302E0,-1.149216816E-1,1.149216816E-1,9.805388451E0
3.271330357E0,-1.149216816E-1,1.532289088E-1,9.805388451E0
3.272311211E0,-1.149216816E-1,7.661445439E-2,9.805434227E0
3.273298025E0,-1.149216816E-1,1.149216816E-1,9.805434227E0
3.274297237E0,-1.149216816E-1,7.661445439E-2,9.805434227E0
3.275279999E0,-1.149216816E-1,1.149216816E-1,9.805434227E0
3.276273012E0,-1.149216816E-1,7.661445439E-2,9.805434227E0
3.277429104E0,-1.149216816E-1,1.149216816E-1,9.805434227E0
3.278280020E0,-1.149216816E-1,7.661445439E-2,9.805434227E0
3.279302120E0,-1.149216816E-1,1.149216816E-1,9.805434227E0
3.280336142E0,-1.149216816E-1,7.661445439E-2,9.805434227E0
3.281324148E0,-1.149216816E-1,1.149216816E-1,9.805434227E0
3.282304287E0,-1.149216816E-1,1.149216816E-1,9.805415154E0
3.283292055E0,-1.149216816E-1,1.532289088E-1,9.805415154E0
3.284311295E0,-1.149216816E-1,1.149216816E-1,9.805415154E0
3.285314322E0,-1.149216816E-1,1.532289088E-1,9.805415154E0
3.286346197E0,-1.149216816E-1,1.149216816E-1,9.805415154E0
3.287312984E0,-1.149216816E-1,1.532289088E-1,9.805415154E0
3.288341284E0,-1.149216816E-1,1.149216816E-1,9.805415154E0
3.289254189E0,-1.149216816E-1,1.532289088E-1,9.805415154E0
3.290287971E0,-1.149216816E-1,1.149216816E-1,9.805415154E0
3.291908026E0,-1.532289088E-1,1.149216816E-1,9.805364609E0
3.292255163E0,-1.532289088E-1,1.532289088E-1,9.805364609E0
3.293283939E0,-1.532289088E-1,1.149216816E-1,9.805364609E0
3.294304132E0,-1.532289088E-1,1.532289088E-1,9.805364609E0
3.295299292E0,-1.532289088E-1,1.149216816E-1,9.805364609E0
3.296334982E0,-1.532289088E-1,1.532289088E-1,9.805364609E0
3.297312260E0,-1.532289088E-1,1.149216816E-1,9.805364609E0
3.298321009E0,-1.532289088E-1,1.532289088E-1,9.805364609E0
3.299432039E0,-1.532289088E-1,1.149216816E-1,9.805364609E0
3.300282001E0,-1.532289088E-1,1.532289088E-1,9.805364609E0
3.301302195E0,-1.532289088E-1,1.149216816E-1,9.805364609E0
3.302319050E0,-1.532289088E-1,7.661445439E-2,9.805364609E0
3.303291082E0,-1.532289088E-1,1.149216816E-1,9.805364609E0
3.304302931E0,-1.532289088E-1,7.661445439E-2,9.805364609E0
3.305311203E0,-1.532289088E-1,1.149216816E-1,9.805364609E0
3.306321144E0,-1.532289088E-1,7.661445439E-2,9.805364609E0
3.307293177E0,-1.532289088E-1,1.149216816E-1,9.805364609E0
3.308303118E0,-1.532289088E-1,7.661445439E-2,9.805364609E0
3.309297085E0,-1.532289088E-1,1.149216816E-1,9.805364609E0
3.310296297E0,-1.532289088E-1,7.661445439E-2,9.805364609E0
3.311319351E0,-1.532289088E-1,1.149216816E-1,9.805364609E0
3.312291384E0,-1.532289088E-1,1.149216816E-1,9.805352211E0
3.313372135E0,-1.532289088E-1,1.532289088E-1,9.805352211E0
3.314322233E0,-1.532289088E-1,1.149216816E-1,9.805352211E0
3.315405369E0,-1.532289088E-1,1.532289088E-1,9.805352211E0
3.316318035E0,-1.532289088E-1,1.149216816E-1,9.805352211E0
3.317296982E0,-1.532289088E-1,1.532289088E-1,9.805352211E0
3.318401337E0,-1.532289088E-1,1.149216816E-1,9.805352211E0
3.319465160E0,-1.532289088E-1,1.532289088E-1,9.805352211E0
3.320297241E0,-1.532289088E-1,1.149216816E-1,9.805352211E0
3.321321249E0,-1.532289088E-1,1.532289088E-1,9.805352211E0
3.322295189E0,-1.915361285E-1,7.661445439E-2,9.805234909E0
3.323290110E0,-1.915361285E-1,1.149216816E-1,9.805234909E0
3.324288130E0,-1.915361285E-1,7.661445439E-2,9.805234909E0
3.325310230E0,-1.915361285E-1,1.149216816E-1,9.805234909E0
